Zona;piso;Estrato;precio_millon;Area_contruida;parqueaderos;Banos;Habitaciones;Tipo;Barrio;cordenada_longitud;Cordenada_latitud
Zona Sur;2;6;680;250;3;6;5;Casa;pance;-76,52797;3,4626
Zona Norte;NA;5;220;136;2;3;3;Apartamento;la flora;-76,52797;3,47287
Zona Sur;NA;5;600;300;2;5;4;Casa;san joaquín;-76,52798;3,37604
Zona Sur;NA;4;470;120;NA;4;3;Casa;valle del lili;-76,528;3,44
Zona Sur;NA;5;480;380;2;6;4;Casa;urbanización san joaquin;-76,528;3,377
Zona Sur;2;5;530;358;1;4;4;Casa;urbanización san joaquin;-76,528;3,377
Zona Norte;2;4;430;250;7;5;4;Casa;urbanización la flora;-76,528;3,462
Zona Norte;NA;5;390;268;NA;3;3;Casa;san vicente;-76,528;3,469
Zona Sur;NA;5;370;100;2;3;3;Casa;prados del limonar;-76,528;3,389
Zona Sur;3;5;370;103;2;4;4;Casa;prados del limonar;-76,528;3,389
Zona Sur;NA;5;550;270;2;6;6;Casa;prados del limonar;-76,528;3,408
Zona Sur;NA;5;820;203;NA;5;4;Casa;parcelaciones pance;-76,528;3,44
Zona Centro;NA;3;360;294;NA;5;8;Casa;junín;-76,528;3,437
Zona Sur;NA;5;380;94;2;3;4;Casa;el ingenio;-76,528;3,389
Zona Sur;2;5;450;400;2;6;6;Casa;el ingenio;-76,528;3,382
Zona Sur;2;5;580;192;4;3;2;Casa;el ingenio;-76,528;3,385
Zona Sur;2;5;680;380;2;4;6;Casa;el ingenio iii;-76,528;3,382
Zona Sur;NA;5;500;330;3;6;6;Casa;el ingenio iii;-76,528;3,385
Zona Sur;NA;5;375;150;2;3;3;Casa;la hacienda;-76,528;3,389
Zona Sur;2;5;405;178;2;4;4;Casa;la hacienda;-76,528;3,395
Zona Sur;NA;6;400;122;1;4;4;Casa;hacienda alferez real;-76,528;3,358
Zona Sur;NA;6;395;140;2;0;3;Casa;ciudad jardín;-76,528;3,365
Zona Sur;3;6;475;160;2;4;3;Casa;ciudad jardín;-76,528;3,35909
Zona Sur;2;6;780;300;3;5;4;Casa;ciudad jardín;-76,528;3,359
Zona Sur;2;6;795;300;4;6;4;Casa;ciudad jardín;-76,528;3,359
Zona Sur;2;6;795;300;4;6;4;Casa;ciudad jardín;-76,528;3,359
Zona Sur;NA;6;850;144;3;3;3;Casa;ciudad jardín;-76,528;3,359
Zona Sur;3;6;670;240;3;4;3;Casa;ciudad jardín;-76,528;3,365
Zona Sur;2;5;550;300;2;4;4;Casa;ciudad antejardin;-76,528;3,364
Zona Norte;3;5;610;252;2;4;4;Casa;chipichape;-76,528;3,475
Zona Norte;3;5;450;220;3;3;3;Apartamento;versalles;-76,528;3,466
Zona Norte;NA;5;320;100;2;3;4;Apartamento;versalles;-76,528;3,463
Zona Norte;3;5;250;106;1;3;4;Apartamento;versalles;-76,528;3,464
Zona Norte;4;5;180;147;NA;3;3;Apartamento;versalles;-76,528;3,46
Zona Sur;8;5;275;89;1;3;3;Apartamento;valle del lili;-76,528;3,373
Zona Norte;12;5;251;140;1;3;3;Apartamento;santa mónica residencial;-76,528;3,467
Zona Norte;2;5;300;170;1;3;3;Apartamento;san vicente;-76,528;3,463
Zona Sur;4;3;135;65;NA;2;3;Apartamento;san bosco;-76,528;3,448
Zona Sur;4;6;595;140;2;4;3;Apartamento;pance;-76,528;3,342
Zona Norte;NA;6;390;187;1;1;4;Apartamento;menga;-76,528;3,489
Zona Sur;3;4;220;84;1;2;3;Apartamento;las camelias;-76,528;3,404
Zona Sur;5;5;300;75;1;2;3;Apartamento;el ingenio ii;-76,528;3,385
Zona Sur;5;5;300;75;1;2;3;Apartamento;el ingenio ii;-76,528;3,385
Zona Sur;8;5;300;110;2;2;3;Apartamento;el ingenio i;-76,528;3,38
Zona Sur;8;6;290;100;2;3;4;Apartamento;el ingenio iii;-76,528;3,38
Zona Sur;4;5;230;110;1;2;3;Apartamento;el ingenio iii;-76,528;3,386
Zona Sur;3;4;250;72;1;2;3;Apartamento;colseguros andes;-76,528;3,431
Zona Norte;NA;4;118;60;NA;1;2;Apartamento;colinas de menga;-76,528;3,476
Zona Norte;NA;4;142;60;NA;2;2;Apartamento;colinas de menga;-76,528;3,476
Zona Sur;12;6;330;83;1;2;3;Apartamento;ciudad jardín;-76,528;3,364
Zona Sur;NA;5;500;110;2;2;3;Apartamento;ciudad jardín;-76,528;3,347
Zona Sur;NA;5;500;122;2;2;3;Apartamento;ciudad jardín;-76,528;3,347
Zona Sur;NA;6;320;115;2;3;2;Apartamento;ciudad jardin;-76,528;3,365
Zona Norte;NA;3;435;170;2;3;3;Apartamento;chipichape;-76,528;3,479
Zona Norte;NA;5;385;116;2;2;3;Apartamento;chipichape;-76,528;3,479
Zona Norte;NA;5;460;152;2;3;3;Apartamento;centenario;-76,528;3,463
Zona Sur;NA;4;230;66;1;2;3;Apartamento;bochalema;-76,528;3,397
Zona Sur;NA;4;147;60;NA;2;2;Apartamento;bochalema;-76,528;3,426
Zona Sur;10;4;147;60;NA;2;2;Apartamento;bochalema;-76,528;3,426
Zona Norte;2;5;300;76;1;2;2;Apartamento;altos de menga;-76,528;3,489
Zona Norte;6;4;175;90;NA;1;3;Apartamento;la flora;-76,52802;3,47487
Zona Sur;2;6;465;140;2;5;4;Casa;ciudad jardín;-76,52804;3,36505
Zona Sur;12;6;385;110;2;3;4;Apartamento;ciudad jardín;-76,52804;3,36505
Zona Sur;2;5;450;155;2;4;5;Casa;san joaquín;-76,52805;3,3952
Zona Sur;2;6;850;258;3;4;4;Casa;ciudad jardín;-76,52805;3,3542
Zona Sur;2;6;850;198;4;4;4;Casa;pance;-76,5281;3,35184
Zona Sur;NA;5;460;140;2;3;4;Casa;la hacienda;-76,5281;3,39562
Zona Sur;2;5;225;63;1;2;3;Apartamento;la hacienda;-76,5281;3,3936
Zona Norte;2;3;140;60;NA;2;2;Apartamento;menga;-76,52811;3,48791
Zona Norte;6;5;380;171,1;2;2;3;Apartamento;versalles;-76,52812;3,46362
Zona Norte;7;4;250;106;1;2;3;Apartamento;versalles;-76,52812;3,46362
Zona Sur;2;4;650;269;2;6;7;Casa;colinas del sur;-76,52814;3,38386
Zona Sur;1;3;150;80;NA;2;3;Apartamento;las granjas;-76,52817;3,40847
Zona Sur;1;3;155;90;1;2;3;Casa;la selva;-76,52818;3,40819
Zona Sur;3;3;360;110;NA;5;7;Casa;la selva;-76,52818;3,41164
Zona Sur;2;5;450;190;2;4;3;Casa;ciudad jardín;-76,52819;3,36477
Zona Sur;NA;5;155;60;1;2;2;Apartamento;valle del lili;-76,52821;3,38513
Zona Sur;2;6;468;186;2;4;5;Casa;ciudad jardín;-76,52824;3,42863
Zona Sur;2;6;590;137;2;4;3;Apartamento;pance;-76,52824;3,35241
Zona Sur;5;4;130;50;NA;2;2;Apartamento;valle del lili;-76,52824;3,37183
Zona Sur;NA;5;400;163;2;3;5;Casa;el ingenio;-76,52825;3,3823
Zona Sur;7;5;330;98;1;2;3;Apartamento;la hacienda;-76,52827;3,39553
Zona Sur;2;5;450;133;2;4;3;Casa;ciudad jardín;-76,52827;3,36543
Zona Sur;3;5;450;133;2;4;3;Casa;ciudad jardín;-76,52828;3,36533
Zona Norte;3;5;327;143;2;2;3;Apartamento;versalles;-76,5283;3,46092
Zona Norte;4;5;250;270;1;4;4;Apartamento;versalles;-76,5283;3,46092
Zona Norte;12;5;330;80;1;2;1;Apartamento;versalles;-76,5283;3,46092
Zona Norte;3;5;330;142;2;3;3;Apartamento;versalles;-76,5283;3,46092
Zona Norte;NA;4;190;81;1;2;3;Apartamento;santa monica;-76,5283;3,47504
Zona Sur;3;5;195;100;1;2;3;Apartamento;el ingenio;-76,52831;3,38493
Zona Sur;3;4;800;550;3;4;8;Casa;colseguros;-76,52832;3,43105
Zona Sur;2;5;430;200;2;4;5;Casa;el ingenio;-76,52833;3,38246
Zona Sur;1;4;270;84;1;2;3;Apartamento;prados del limonar;-76,52833;3,39104
Zona Sur;2;6;850;250;4;5;5;Casa;ciudad jardín;-76,52834;3,35424
Zona Norte;NA;6;1000;270;NA;4;3;Casa;Cali;-76,52835;3,35453
Zona Sur;2;5;430;350;4;4;5;Casa;el ingenio;-76,52836;3,38187
Zona Norte;NA;5;350;124;2;3;3;Apartamento;menga;-76,52836;3,48292
Zona Norte;3;4;350;98;2;3;4;Casa;chipichape;-76,5284;3,48154
Zona Sur;7;5;410;142;2;3;4;Apartamento;ciudad jardín;-76,5284;3,36572
Zona Sur;2;6;500;120;2;3;3;Apartamento;pance;-76,52842;3,34698
Zona Sur;2;6;570;134;2;4;4;Apartamento;pance;-76,52842;3,34698
Zona Norte;NA;6;400;110;NA;3;3;Apartamento;acopi;-76,52843;3,35073
Zona Centro;2;3;357;233;NA;5;5;Casa;junin;-76,52844;3,43426
Zona Sur;NA;6;1580;296;4;4;3;Apartamento;pance;-76,52844;3,34712
Zona Sur;8;6;850;192;2;5;3;Apartamento;ciudad jardín;-76,52846;3,3654
Zona Sur;6;5;240;70;1;2;3;Apartamento;ciudad bochalema;-76,52846;3,3654
Zona Centro;2;3;150;96;NA;2;4;Apartamento;junin;-76,52848;3,43508
Zona Sur;NA;4;140;64;1;2;3;Apartamento;urbanizacion gratamira;-76,5285;3,40394
Zona Sur;NA;4;175;65;1;2;3;Apartamento;primero de mayo;-76,5285;3,40395
Zona Sur;2;4;178;63;1;2;3;Apartamento;ciudad bochalema;-76,52851;3,36019
Zona Centro;3;3;260;200;NA;2;7;Casa;guayaquil;-76,52853;3,44222
Zona Norte;NA;6;680;146;NA;5;5;Casa;acopi;-76,52853;3,44222
Zona Norte;NA;4;250;98;1;3;3;Apartamento;la campiña;-76,52854;3,47977
Zona Sur;2;6;680;260;2;5;5;Casa;ciudadela pasoancho;-76,52857;3,38805
Zona Sur;4;5;480;169;2;4;3;Apartamento;el ingenio;-76,52857;3,38805
Zona Sur;NA;6;398;106;2;3;3;Apartamento;pance;-76,52858;3,35056
Zona Sur;1;5;310;137;2;4;4;Apartamento;el ingenio;-76,52859;3,37421
Zona Sur;4;4;750;500;3;10;9;Casa;prados del limonar;-76,5286;3,3906
Zona Norte;11;5;550;660;1;5;0;Apartamento;versalles;-76,52862;3,45962
Zona Sur;3;4;380;183;1;3;3;Apartamento;Prados Del Limonar;-76,52862;3,39056
Zona Sur;6;6;710;158;2;5;3;Apartamento;pance;-76,52862;3,34982
Zona Sur;5;4;140;65;1;2;3;Apartamento;cristobal colón;-76,52862;3,42404
Zona Centro;NA;3;300;160;NA;3;5;Casa;junin;-76,52865;3,43591
Zona Norte;NA;6;520;140;NA;3;3;Apartamento;acopi;-76,52867;3,3433
Zona Sur;1;3;155;54;1;1;2;Apartamento;el dorado;-76,52869;3,41898
Zona Norte;2;5;550;300;6;5;4;Casa;el bosque;-76,5287;3,48438
Zona Sur;2;6;660;160;2;4;3;Apartamento;pance;-76,5287;3,34898
Zona Sur;NA;6;980;306;4;4;3;Apartamento;pance;-76,5287;3,33761
Zona Sur;4;6;700;149;2;5;4;Apartamento;pance;-76,5287;3,34898
Zona Centro;4;3;130;109;NA;2;5;Apartamento;guayaquil;-76,5287;3,43906
Zona Norte;2;4;300;136;2;3;3;Apartamento;el bosque;-76,52872;3,48474
Zona Sur;2;6;750;200;3;5;4;Apartamento;pance;-76,52872;3,34865
Zona Sur;2;6;750;191;3;5;4;Apartamento;pance;-76,52872;3,34865
Zona Sur;NA;6;700;158;2;5;4;Apartamento;parcelaciones pance;-76,52875;3,3503
Zona Norte;4;5;450;230;2;4;5;Apartamento;El Bosque;-76,52875;3,48459
Zona Norte;4;3;175;80;1;2;3;Apartamento;acopi;-76,52875;3,42006
Zona Sur;NA;3;299;220;2;4;6;Casa;el guabal;-76,52876;3,41519
Zona Sur;2;6;500;145;2;4;4;Apartamento;ciudad jardín;-76,52879;3,35389
Zona Sur;4;4;230;70;1;2;3;Apartamento;el limonar;-76,52879;3,40187
Zona Norte;7;5;260;110;1;2;3;Apartamento;versalles;-76,52882;3,46064
Zona Oeste;9;6;910;307;2;5;4;Apartamento;santa rita;-76,52882;3,44441
Zona Sur;1;4;160;60;1;1;3;Apartamento;colseguros;-76,52883;3,42591
Zona Sur;1;6;852;244;2;3;3;Apartamento;cañasgordas;-76,52883;3,34879
Zona Sur;7;6;700;160;2;5;4;Apartamento;pance;-76,52887;3,35024
Zona Sur;3;5;355;85;2;2;4;Apartamento;la hacienda;-76,52887;3,39637
Zona Sur;2;6;820;213;2;3;3;Apartamento;pance;-76,52888;3,35064
Zona Sur;NA;4;330;132;1;3;3;Casa;el caney;-76,52892;3,38584
Zona Sur;NA;4;530;270;1;3;4;Casa;san fernando viejo;-76,52894;3,45434
Zona Centro;NA;3;390;412;NA;0;0;Casa;guayaquil;-76,52894;3,43745
Zona Sur;1;4;185;68;1;2;3;Apartamento;la selva;-76,52894;3,41054
Zona Sur;3;6;600;136;2;4;3;Apartamento;pance;-76,52895;3,34475
Zona Sur;6;6;620;136;2;3;4;Apartamento;ciudad jardín;-76,52895;3,34475
Zona Sur;1;6;667;160;2;3;3;Apartamento;pance;-76,52896;3,34961
Zona Sur;4;5;200;70;1;2;3;Apartamento;la hacienda;-76,52896;3,39545
Zona Sur;4;3;275;85;1;2;3;Apartamento;la hacienda;-76,52896;3,39528
Zona Sur;3;5;235;78;1;2;3;Apartamento;la hacienda;-76,52896;3,39493
Zona Norte;2;5;350;120;2;2;3;Apartamento;chipichape;-76,52896;3,47504
Zona Sur;1;5;440;123;2;3;3;Casa;la hacienda;-76,52897;3,39551
Zona Sur;NA;5;650;300;3;5;6;Casa;la hacienda;-76,52897;3,39551
Zona Sur;2;5;305;86;1;2;3;Apartamento;la hacienda;-76,52897;3,39551
Zona Sur;1;5;235;61;1;2;3;Apartamento;la hacienda;-76,52897;3,39551
Zona Sur;NA;5;350;99;1;3;3;Apartamento;la hacienda;-76,52897;3,39551
Zona Sur;1;5;330;110;1;2;3;Apartamento;la hacienda;-76,52897;3,39551
Zona Sur;7;4;245;70;1;2;2;Apartamento;la hacienda;-76,52897;3,39551
Zona Sur;8;5;350;110;2;3;3;Apartamento;la hacienda;-76,52897;3,39551
Zona Sur;5;4;280;100;2;2;3;Apartamento;la hacienda;-76,52897;3,39551
Zona Sur;12;6;760;200;2;3;3;Apartamento;ciudad jardín;-76,52897;3,36403
Zona Sur;NA;4;160;62;1;2;3;Casa;el limonar;-76,52898;3,40504
Zona Sur;NA;6;430;108;2;3;2;Apartamento;pance;-76,52898;3,34422
Zona Sur;NA;3;420;144;NA;0;0;Casa;villa del sur;-76,529;3,413
Zona Norte;NA;3;155;61;NA;2;0;Casa;villa del prado;-76,529;3,413
Zona Norte;2;5;370;240;3;4;5;Casa;versalles;-76,529;3,462
Zona Norte;2;5;600;300;5;2;5;Casa;versalles;-76,529;3,458
Zona Sur;2;5;450;250;2;3;4;Casa;urbanización san joaquin;-76,529;3,378
Zona Norte;NA;3;420;300;2;1;5;Casa;el trébol;-76,529;3,413
Zona Sur;NA;3;320;300;NA;4;6;Casa;Santo Domingo;-76,529;3,413
Zona Norte;NA;4;1650;734;NA;5;10;Casa;san vicente;-76,529;3,467
Zona Norte;NA;3;370;264;NA;2;3;Casa;salomia;-76,529;3,413
Zona Norte;NA;5;390;280;2;3;4;Casa;prados del norte;-76,529;3,413
Zona Norte;NA;5;472;320;1;2;5;Casa;prados del norte;-76,529;3,413
Zona Sur;3;5;380;101;2;4;4;Casa;prados del limonar;-76,529;3,389
Zona Sur;3;5;340;100;1;4;4;Casa;prados del limonar;-76,529;3,392
Zona Sur;3;4;550;450;2;4;6;Casa;prados del limonar;-76,529;3,39
Zona Sur;NA;4;1500;597;1;5;7;Casa;la portada al;-76,529;3,413
Zona Norte;NA;3;400;300;1;3;5;Casa;poblado campestre;-76,529;3,413
Zona Sur;NA;3;148;58;1;2;3;Casa;poblado campestre;-76,529;3,413
Zona Sur;NA;6;990;237;2;4;4;Casa;pance;-76,529;3,351
Zona Sur;1;6;1700;364;NA;4;4;Casa;pance;-76,529;3,337
Zona Sur;2;6;950;450;4;4;4;Casa;pance;-76,529;3,347
Zona Sur;NA;3;255;105;2;2;2;Casa;nueva floresta;-76,529;3,413
Zona Sur;NA;5;500;340;1;4;7;Casa;el limonar;-76,529;3,413
Zona Norte;NA;3;230;198;NA;3;4;Casa;las delicias;-76,529;3,413
Zona Oriente;NA;3;180;220;NA;5;8;Casa;las ceibas;-76,529;3,413
Zona Norte;NA;3;265;140;NA;4;8;Casa;las ceibas;-76,529;3,413
Zona Oriente;NA;3;300;156;NA;3;5;Casa;junín;-76,529;3,437
Zona Sur;NA;4;230;196;1;2;3;Casa;jamundi;-76,529;3,413
Zona Sur;NA;3;77;58;NA;1;2;Casa;jamundi;-76,529;3,413
Zona Sur;2;4;125;72;1;2;2;Casa;jamundi;-76,529;3,413
Zona Sur;NA;4;155;84;1;2;3;Casa;jamundi;-76,529;3,413
Zona Sur;NA;4;400;217;2;5;4;Casa;jamundi alfaguara;-76,529;3,413
Zona Sur;NA;5;520;390;1;6;6;Casa;el ingenio;-76,529;3,413
Zona Sur;NA;5;670;453;1;7;5;Casa;el ingenio;-76,529;3,413
Zona Sur;3;5;650;400;4;6;4;Casa;el ingenio ii;-76,529;3,381
Zona Sur;2;5;600;350;2;4;6;Casa;el ingenio ii;-76,529;3,382
Zona Centro;NA;3;360;324;1;3;8;Casa;guayaquil;-76,529;3,413
Zona Sur;3;3;285;357;1;5;6;Casa;el guabal;-76,529;3,415
Zona Sur;3;3;250;225;1;3;6;Casa;el guabal;-76,529;3,413
Zona Norte;1;4;520;350;1;2;4;Casa;granada;-76,529;3,46
Zona Norte;NA;5;320;140;1;3;4;Casa;la flora;-76,529;3,413
Zona Norte;NA;4;355;190;2;3;5;Casa;la flora;-76,529;3,413
Zona Norte;NA;5;440;300;2;5;5;Casa;la flora;-76,529;3,413
Zona Norte;NA;5;470;336;NA;0;0;Casa;la flora;-76,529;3,413
Zona Sur;3;4;550;300;4;5;4;Casa;colseguros andes;-76,529;3,428
Zona Sur;NA;5;490;186;2;4;3;Casa;ciudad jardin;-76,529;3,413
Zona Sur;2;6;750;200;2;5;4;Casa;ciudad jardín;-76,529;3,366
Zona Sur;NA;6;695;317;NA;4;4;Casa;ciudad jardín;-76,529;3,366
Zona Sur;NA;4;325;168;1;4;5;Casa;ciudad 2000;-76,529;3,413
Zona Sur;NA;4;270;150;1;2;4;Casa;ciudad 2000;-76,529;3,413
Zona Sur;3;4;440;200;1;4;4;Casa;ciudad 2000;-76,529;3,413
Zona Sur;NA;4;360;240;1;1;3;Casa;camino real;-76,529;3,413
Zona Oriente;NA;3;148;234;NA;3;6;Casa;calipso;-76,529;3,413
Zona Norte;NA;3;210;144;1;4;5;Casa;brisas de los;-76,529;3,413
Zona Norte;NA;3;175;226;1;2;2;Casa;brisas de los;-76,529;3,413
Zona Norte;NA;3;280;145;NA;3;6;Casa;brisas de los;-76,529;3,413
Zona Norte;3;5;750;700;3;7;5;Casa;el bosque;-76,529;3,485
Zona Norte;1;4;400;360;1;3;4;Casa;el bosque;-76,529;3,486
Zona Norte;NA;3;110;57;1;2;3;Apartamento;villa de veracruz;-76,529;3,413
Zona Norte;NA;4;270;111;1;3;3;Apartamento;versalles;-76,529;3,463
Zona Sur;6;5;450;197;2;4;4;Apartamento;versalles;-76,529;3,465
Zona Norte;9;5;340;211;1;3;3;Apartamento;versalles;-76,529;3,461
Zona Norte;8;5;260;115;1;2;2;Apartamento;versalles;-76,529;3,464
Zona Sur;NA;4;165;60;1;2;3;Apartamento;valle del lili;-76,529;3,413
Zona Sur;2;5;175;62;1;2;3;Apartamento;valle del lili;-76,529;3,413
Zona Sur;4;5;290;90;1;3;3;Apartamento;valle del lili;-76,529;3,413
Zona Sur;NA;5;309;82;1;2;3;Apartamento;valle del lili;-76,529;3,413
Zona Sur;NA;5;170;69;1;1;3;Apartamento;valle del lili;-76,529;3,413
Zona Sur;3;4;235;81;1;2;3;Apartamento;urbanización colseguros;-76,529;3,428
Zona Norte;NA;3;120;70;NA;2;3;Apartamento;el troncal;-76,529;3,413
Zona Norte;NA;3;130;60;1;2;3;Apartamento;torres de comfandi;-76,529;3,413
Zona Norte;11;6;900;164;2;4;4;Apartamento;santa mónica residencial;-76,529;3,474
Zona Norte;NA;5;300;193;2;4;5;Apartamento;san vicente;-76,529;3,466
Zona Norte;NA;3;92;47;NA;1;2;Apartamento;salomia;-76,529;3,413
Zona Sur;NA;4;199;110;1;3;4;Apartamento;el refugio;-76,529;3,413
Zona Norte;4;3;96;60;1;1;3;Apartamento;puente del comercio;-76,529;3,413
Zona Sur;NA;4;120;49;1;1;3;Apartamento;primero de mayo;-76,529;3,413
Zona Norte;5;5;400;126;4;3;3;Apartamento;prados del norte;-76,529;3,459
Zona Norte;2;4;225;99;1;3;3;Apartamento;prados del norte;-76,529;3,477
Zona Norte;4;3;110;60;1;2;3;Apartamento;paso del comercio;-76,529;3,413
Zona Norte;5;3;110;59;1;2;3;Apartamento;paso del comercio;-76,529;3,413
Zona Sur;1;6;515;120;2;3;3;Apartamento;pance;-76,529;3,346
Zona Sur;NA;6;700;152;2;5;3;Apartamento;pance;-76,529;3,349
Zona Sur;5;6;800;160;2;5;3;Apartamento;pance;-76,529;3,348
Zona Sur;6;6;700;158;2;4;3;Apartamento;pance;-76,529;3,35
Zona Sur;NA;6;405;112;1;2;3;Apartamento;pance;-76,529;3,413
Zona Sur;5;6;800;160;2;5;3;Apartamento;pance;-76,529;3,349
Zona Sur;4;6;700;156;2;5;4;Apartamento;pance;-76,529;3,349
Zona Sur;NA;6;495;125;2;3;3;Apartamento;pance;-76,529;3,345
Zona Sur;4;6;700;160;2;5;4;Apartamento;pance;-76,529;3,349
Zona Sur;5;6;375;108;2;3;3;Apartamento;pance;-76,529;3,345
Zona Sur;5;6;690;160;2;5;4;Apartamento;pance;-76,529;3,349
Zona Sur;5;6;630;150;2;5;3;Apartamento;pance;-76,529;3,348
Zona Sur;NA;6;680;158;2;5;4;Apartamento;pance;-76,529;3,35
Zona Sur;NA;6;690;158;2;5;4;Apartamento;pance;-76,529;3,35
Zona Sur;NA;4;130;60;1;1;3;Apartamento;oasis de pasoancho;-76,529;3,425
Zona Sur;5;3;115;58;1;1;3;Apartamento;meléndez;-76,529;3,413
Zona Sur;NA;3;130;50;1;1;3;Apartamento;meléndez;-76,529;3,413
Zona Sur;5;3;115;58;1;1;3;Apartamento;meléndez;-76,529;3,413
Zona Norte;NA;3;95;54;1;1;3;Apartamento;Los Guaduales;-76,529;3,413
Zona Oeste;NA;5;530;123;1;3;3;Apartamento;los cristales;-76,529;3,413
Zona Norte;NA;3;70;45;1;1;3;Apartamento;los alcazares;-76,529;3,413
Zona Sur;2;5;325;85;1;2;3;Apartamento;el limonar;-76,529;3,396
Zona Sur;5;3;110;63;NA;1;3;Apartamento;el limonar;-76,529;3,4
Zona Sur;NA;3;128;58;1;1;3;Apartamento;el limonar;-76,529;3,413
Zona Sur;NA;5;150;64;1;2;3;Apartamento;el lido;-76,529;3,413
Zona Sur;10;5;155;60;1;2;3;Apartamento;las vegas de;-76,529;3,413
Zona Sur;NA;5;309;77;1;2;2;Apartamento;el ingenio;-76,529;3,413
Zona Sur;NA;5;291;77;1;2;2;Apartamento;el ingenio;-76,529;3,413
Zona Sur;NA;5;267;77;1;2;2;Apartamento;el ingenio;-76,529;3,413
Zona Sur;NA;5;310;133;2;2;3;Apartamento;el ingenio ii;-76,529;3,385
Zona Norte;NA;5;270;100;1;2;3;Apartamento;la flora;-76,529;3,413
Zona Sur;NA;3;215;80;1;2;3;Apartamento;el dorado;-76,529;3,419
Zona Sur;5;3;215;80;1;2;2;Apartamento;el dorado;-76,529;3,419
Zona Sur;NA;4;120;72;1;1;3;Apartamento;departamental;-76,529;3,448
Zona Oeste;NA;6;470;125;1;3;4;Apartamento;cristales;-76,529;3,413
Zona Oeste;11;6;870;198;2;4;3;Apartamento;cristales;-76,529;3,37
Zona Sur;NA;4;160;60;1;1;3;Apartamento;ciudadela melendez;-76,529;3,413
Zona Sur;NA;4;120;47;1;1;2;Apartamento;ciudad pacifica;-76,529;3,413
Zona Sur;NA;4;125;47;NA;1;2;Apartamento;Ciudad Pacifica;-76,529;3,413
Zona Sur;8;6;780;150;2;4;3;Apartamento;ciudad jardín;-76,529;3,395
Zona Sur;NA;6;259;94;1;2;3;Apartamento;ciudad jardín;-76,529;3,366
Zona Sur;5;6;430;114;2;3;2;Apartamento;ciudad jardín;-76,529;3,345
Zona Sur;NA;6;660;135;2;4;3;Apartamento;ciudad jardín;-76,529;3,345
Zona Sur;NA;6;590;135;2;4;3;Apartamento;ciudad jardín;-76,529;3,345
Zona Sur;5;6;1240;222;3;5;4;Apartamento;ciudad jardín;-76,529;3,345
Zona Sur;5;3;110;62;1;1;3;Apartamento;ciudad 2000;-76,529;3,413
Zona Norte;11;6;750;250;2;4;4;Apartamento;chipichape;-76,529;3,47363
Zona Sur;5;5;320;96;NA;3;3;Apartamento;capri;-76,529;3,413
Zona Norte;NA;3;160;60;NA;2;3;Apartamento;Bueno Madrid;-76,529;3,413
Zona Sur;NA;4;210;72;1;3;2;Apartamento;bochalema;-76,529;3,413
Zona Sur;NA;4;135;60;1;2;3;Apartamento;bochalema;-76,529;3,413
Zona Sur;NA;4;160;60;NA;2;3;Apartamento;bochalema;-76,529;3,413
Zona Sur;NA;4;140;58;1;2;3;Apartamento;bochalema;-76,529;3,413
Zona Norte;NA;3;120;58;1;2;3;Apartamento;alcazares;-76,529;3,413
Zona Norte;NA;3;78;56;NA;1;3;Apartamento;alcazares;-76,529;3,413
Zona Norte;NA;4;130;60;NA;2;3;Apartamento;alamos;-76,529;3,413
Zona Sur;2;6;550;500;2;4;3;Casa;el ingenio;-76,52901;3,38595
Zona Sur;12;4;230;78;1;2;3;Apartamento;colseguros;-76,52901;3,42694
Zona Sur;5;4;130;60;1;1;3;Apartamento;colseguros;-76,52901;3,42694
Zona Sur;3;3;128;58;NA;1;3;Apartamento;el limonar;-76,52902;3,39942
Zona Norte;10;5;360;120;2;2;3;Apartamento;chipichape;-76,52902;3,47515
Zona Norte;7;5;720;142;2;4;4;Apartamento;chipichape;-76,52902;3,47515
Zona Norte;NA;6;290;48;NA;1;1;Apartamento;chipichape;-76,52902;3,47515
Zona Norte;8;5;390;120;2;3;3;Apartamento;chipichape;-76,52902;3,47515
Zona Norte;2;4;300;136;2;2;3;Apartamento;el bosque;-76,52902;3,48509
Zona Norte;12;5;680;200;2;2;3;Apartamento;chipichape;-76,52903;3,47645
Zona Sur;12;4;240;73;1;2;0;Apartamento;colseguros;-76,52904;3,42745
Zona Sur;NA;4;130;56;NA;2;3;Casa;colseguros;-76,52905;3,42663
Zona Sur;2;5;450;252;2;2;7;Casa;el cedro;-76,52905;3,44386
Zona Sur;NA;4;250;85;1;2;3;Apartamento;la hacienda;-76,52905;3,39588
Zona Sur;2;4;138;64;NA;2;3;Apartamento;colseguros;-76,52905;3,42698
Zona Norte;4;5;230;95;1;3;4;Apartamento;chipichape;-76,52905;3,47521
Zona Norte;NA;6;750;445;NA;6;7;Casa;acopi;-76,52905;3,38572
Zona Sur;3;4;132;54;1;1;2;Apartamento;zona sur;-76,52905;3,42663
Zona Sur;5;3;110;63;NA;1;3;Apartamento;bosques del limonar;-76,52907;3,39892
