Zona;piso;Estrato;precio_millon;Area_contruida;parqueaderos;Banos;Habitaciones;Tipo;Barrio;cordenada_longitud;Cordenada_latitud
Zona Norte;4;3;96;58;1;2;3;Apartamento;brisas de los;-76,50519;3,49372
Zona Norte;2;3;145;57;NA;2;3;Apartamento;ciudad los álamos;-76,50523;3,48622
Zona Oriente;NA;3;108;75;NA;2;4;Casa;ciudad cordoba;-76,50523;3,39948
Zona Oriente;2;3;320;154;NA;4;8;Casa;atanasio girardot;-76,50529;3,44184
Zona Norte;3;3;115;58;NA;1;3;Apartamento;brisas de los;-76,50536;3,49422
Zona Norte;5;4;135;62;1;2;3;Apartamento;ciudad los álamos;-76,50544;3,48695
Zona Sur;4;4;430;250;NA;5;6;Casa;ciudad 2000;-76,50549;3,41215
Zona Norte;3;3;145;59;1;2;2;Apartamento;salomia;-76,50552;3,46776
Zona Oriente;NA;3;310;288;1;4;8;Casa;atanasio girardot;-76,50558;3,44232
Zona Oriente;NA;3;190;870;NA;3;8;Casa;ciudad cordoba;-76,50578;3,40168
Zona Norte;4;3;140;57;1;2;3;Apartamento;ciudad los álamos;-76,50583;3,48633
Zona Norte;3;3;560;472;2;6;10;Casa;salomia;-76,50584;3,46684
Zona Oriente;1;3;190;230;1;3;9;Casa;zona oriente;-76,50587;3,42535
Zona Norte;NA;3;178;75;NA;2;4;Casa;ciudad los álamos;-76,50588;3,48448
Zona Norte;NA;3;205;120;1;2;3;Casa;villa del prado;-76,50595;3,46558
Zona Norte;NA;5;600;331;4;3;4;Casa;urbanización la flora;-76,506;3,48
Zona Sur;NA;4;260;100;1;2;4;Casa;santa isabel;-76,506;3,418
Zona Oriente;1;3;215;205;NA;4;8;Casa;chapinero;-76,506;3,446
Zona Sur;NA;3;150;108;NA;1;3;Casa;belalcazar;-76,506;3,404
Zona Norte;NA;3;400;150;1;3;7;Casa;atanasio girardot;-76,506;3,443
Zona Oriente;1;3;160;93;NA;1;3;Apartamento;el troncal;-76,506;3,451
Zona Norte;5;3;140;60;NA;2;2;Apartamento;rincón de salomia;-76,506;3,468
Zona Sur;4;3;145;70;1;1;3;Apartamento;departamental;-76,506;3,401
Zona Norte;NA;3;116;54;NA;2;3;Apartamento;alamos;-76,506;3,49
Zona Norte;NA;4;115;55;NA;1;3;Apartamento;alamos;-76,506;3,492
Zona Norte;2;4;350;280;2;3;4;Casa;la merced;-76,50603;3,46643
Zona Norte;2;3;130;54;1;2;2;Apartamento;salomia;-76,50604;3,4657
Zona Oriente;1;3;195;210;1;2;5;Casa;el troncal;-76,50606;3,45152
Zona Oriente;1;3;155;160;NA;1;3;Casa;el troncal;-76,50606;3,45152
Zona Norte;4;5;260;90;1;2;3;Apartamento;la flora;-76,50607;3,48545
Zona Sur;2;4;170;61;NA;2;2;Apartamento;ciudad bochalema;-76,50608;3,45602
Zona Norte;5;3;115;56;1;2;3;Apartamento;sameco;-76,50613;3,49158
Zona Oriente;3;3;280;186;NA;4;8;Casa;santa fe;-76,50618;3,43992
Zona Oriente;NA;3;235;240;1;3;6;Casa;el paraíso;-76,50623;3,43111
Zona Norte;12;5;325;100;1;3;3;Apartamento;la flora;-76,50623;3,40303
Zona Norte;2;3;165;55;1;2;3;Apartamento;alamos;-76,50632;3,48853
Zona Norte;5;3;138;54;1;2;2;Apartamento;salomia;-76,50639;3,46733
Zona Norte;3;3;130;54;1;2;3;Apartamento;la alianza;-76,50641;3,47147
Zona Norte;5;3;135;53;NA;2;3;Apartamento;la alianza;-76,50641;3,47147
Zona Norte;3;3;130;54;1;2;3;Apartamento;la alianza;-76,50641;3,47147
Zona Norte;2;4;330;275;2;3;5;Casa;la merced;-76,50647;3,47516
Zona Norte;NA;3;140;60;NA;2;2;Apartamento;salomia;-76,5065;3,46981
Zona Oriente;2;3;200;210;NA;4;6;Casa;el paraíso;-76,50652;3,43208
Zona Sur;6;5;355;104;2;3;4;Apartamento;el limonar;-76,50654;3,48941
Zona Norte;4;3;120;62;NA;1;3;Apartamento;floralia;-76,50654;3,48941
Zona Norte;NA;3;135;62;NA;2;4;Casa;salomia;-76,50655;3,4655
Zona Sur;3;4;140;69;NA;2;2;Apartamento;valle del lili;-76,50658;3,42117
Zona Oeste;3;5;250;116;1;2;2;Casa;miraflores;-76,50667;3,43813
Zona Oriente;1;3;160;105;1;3;2;Casa;la gran colombia;-76,50667;3,42221
Zona Oeste;3;6;1350;229;3;4;3;Apartamento;santa teresita;-76,50667;3,43813
Zona Oriente;NA;3;225;170;2;4;8;Casa;las américas;-76,50671;3,44953
Zona Norte;3;3;215;79,88;2;3;3;Casa;salomia;-76,50672;3,47039
Zona Norte;3;3;125;58;NA;1;3;Apartamento;brisas de los;-76,50677;3,4926
Zona Norte;NA;3;98;72;NA;1;2;Apartamento;acopi;-76,50679;3,46582
Zona Norte;NA;3;130;96;NA;2;3;Apartamento;acopi;-76,50679;3,46582
Zona Norte;NA;3;92;60;NA;1;1;Apartamento;acopi;-76,50679;3,46582
Zona Norte;NA;3;98;68;NA;1;2;Apartamento;acopi;-76,50679;3,46582
Zona Norte;5;4;160;80;1;1;3;Apartamento;pacara;-76,5068;3,48621
Zona Oriente;3;3;280;179;1;5;10;Casa;atanasio girardot;-76,50684;3,44311
Zona Norte;NA;3;95;58;NA;2;3;Apartamento;las delicias;-76,50684;3,46305
Zona Oriente;NA;3;195;200;2;1;3;Casa;municipal;-76,50687;3,45067
Zona Norte;1;3;135;53;1;2;2;Apartamento;salomia;-76,5069;3,46853
Zona Norte;3;3;220;97;1;3;3;Casa;brisas de los;-76,50691;3,49128
Zona Oriente;NA;3;128;75;NA;2;6;Casa;ciudad cordoba;-76,50699;3,40084
Zona Oriente;2;3;130;90;NA;1;2;Casa;ciudad cordoba;-76,50699;3,40059
Zona Norte;1;3;155;73;NA;2;4;Apartamento;ciudad los álamos;-76,50699;3,48924
Zona Norte;1;5;850;428;3;6;6;Casa;urbanización la flora;-76,507;3,402
Zona Norte;NA;3;420;60;NA;2;2;Casa;unión de vivienda;-76,507;3,411
Zona Oriente;3;3;475;348;NA;6;9;Casa;santa fe;-76,507;3,439
Zona Norte;NA;4;310;100;2;4;5;Casa;la merced;-76,507;3,473
Zona Oriente;NA;3;169;160;NA;4;6;Casa;ciudad córdoba;-76,507;3,405
Zona Oeste;10;6;1150;194;3;4;3;Apartamento;santa teresita;-76,507;3,403
Zona Oeste;NA;6;1400;345;2;4;3;Apartamento;el peñon;-76,507;3,401
Zona Norte;NA;3;120;80;1;2;3;Apartamento;las delicias;-76,507;3,46
Zona Norte;NA;4;145;60;NA;2;3;Apartamento;alamos;-76,507;3,486
Zona Norte;NA;3;115;65;1;2;3;Apartamento;brisas de los;-76,50705;3,49171
Zona Centro;3;3;350;182;1;3;6;Casa;el troncal;-76,50707;3,45071
Zona Norte;2;4;280;130;2;4;4;Casa;pacara;-76,50721;3,48524
Zona Oriente;1;3;150;120;1;1;3;Casa;ciudad cordoba;-76,50725;3,40172
Zona Oriente;2;3;93;75;NA;1;3;Casa;ciudad cordoba;-76,50725;3,40172
Zona Oriente;3;3;435;300;2;3;4;Casa;ciudad cordoba;-76,50725;3,40172
Zona Sur;NA;6;840;161,79;2;4;4;Apartamento;pance;-76,50726;3,46182
Zona Norte;NA;3;155;70;NA;2;2;Casa;brisas de los;-76,50729;3,49098
Zona Norte;4;4;150;77;1;2;3;Apartamento;ciudad los álamos;-76,50731;3,48292
Zona Norte;1;3;230;145;NA;1;4;Casa;zona norte;-76,50732;3,4596
Zona Oriente;1;3;78;60;1;1;3;Apartamento;unión de vivienda;-76,50733;3,41003
Zona Norte;3;3;145;59;NA;2;2;Apartamento;salomia;-76,50737;3,47003
Zona Oriente;2;3;135;120;NA;2;4;Apartamento;atanasio girardot;-76,50737;3,44454
Zona Sur;8;5;165;60;1;2;3;Apartamento;valle del lili;-76,50738;3,42262
Zona Norte;3;4;145;78;1;2;3;Apartamento;pacara;-76,50742;3,4747
Zona Norte;4;4;155;80;1;2;3;Apartamento;pacara;-76,50742;3,4747
Zona Norte;NA;3;380;300;NA;5;8;Casa;acopi;-76,50743;3,46566
Zona Oriente;2;3;140;75;NA;3;3;Casa;ciudad cordoba;-76,50746;3,39955
Zona Norte;NA;4;110;60;1;1;3;Apartamento;metropolitano del norte;-76,50747;3,47318
Zona Norte;NA;3;170;105;NA;2;5;Casa;ciudad los álamos;-76,50751;3,48445
Zona Norte;NA;4;260;150;NA;4;3;Casa;ciudad los álamos;-76,50753;3,48469
Zona Norte;NA;4;215;143,85;NA;2;4;Casa;ciudad los álamos;-76,50753;3,48649
Zona Norte;NA;5;250;243;1;4;5;Casa;el bosque;-76,50755;3,47838
Zona Oriente;3;3;230;176;1;3;5;Casa;la floresta;-76,50761;3,44124
Zona Oriente;1;3;160;90;NA;2;3;Casa;santa fe;-76,50774;3,43846
Zona Oriente;1;3;150;90;1;1;3;Casa;santa fe;-76,50779;3,43899
Zona Oriente;1;3;150;90;NA;1;3;Casa;santa fe;-76,50779;3,43899
Zona Norte;NA;3;200;104;NA;2;5;Casa;ciudad los álamos;-76,50784;3,47209
Zona Norte;2;3;95;46;1;1;2;Apartamento;flora industrial;-76,50784;3,48022
Zona Norte;1;3;125;43;2;1;2;Apartamento;flora industrial;-76,50785;3,48021
Zona Oriente;NA;3;200;1365;NA;1;4;Casa;atanasio girardot;-76,5079;3,44334
Zona Oriente;4;3;270;400;1;5;9;Casa;el diamante;-76,50791;3,41488
Zona Oriente;2;3;700;450;2;4;6;Casa;el troncal;-76,50796;3,45149
Zona Norte;2;4;230;250;2;3;5;Casa;la merced;-76,50799;3,47424
Zona Oriente;NA;3;195;190;NA;3;5;Casa;el troncal;-76,508;3,451
Zona Oriente;1;3;210;117;NA;3;2;Casa;el troncal;-76,508;3,45346
Zona Norte;2;3;580;300;NA;2;4;Casa;las delicias;-76,508;3,46
Zona Norte;3;3;350;150;1;2;5;Casa;las américas;-76,508;3,447
Zona Norte;NA;3;310;265;2;3;3;Casa;la esmeralda;-76,508;3,459
Zona Sur;4;5;180;87;1;3;3;Apartamento;templete;-76,508;3,448
Zona Oeste;NA;6;520;177;2;3;3;Apartamento;santa teresita;-76,508;3,473
Zona Sur;5;5;280;121;1;2;3;Apartamento;Santa Anita;-76,508;3,401
Zona Sur;8;4;250;70;1;2;2;Apartamento;guadalupe;-76,508;3,402
Zona Norte;NA;4;280;65;1;2;3;Apartamento;la flora;-76,508;3,485
Zona Sur;NA;4;180;70;1;2;2;Apartamento;bochalema;-76,508;3,463
Zona Oriente;3;3;370;400;1;6;9;Casa;la floresta;-76,50802;3,43421
Zona Norte;2;3;200;103;1;2;4;Casa;ciudad los álamos;-76,50803;3,48532
Zona Norte;NA;4;180;75;1;2;3;Apartamento;zona norte;-76,50806;3,48589
Zona Norte;5;5;372;124;1;3;3;Apartamento;la flora;-76,50807;3,48024
Zona Norte;4;5;235;95;1;3;3;Apartamento;la flora;-76,50807;3,48024
Zona Oriente;2;3;330;206;1;5;9;Casa;el troncal;-76,50812;3,44887
Zona Oriente;2;3;310;153;2;5;6;Casa;atanasio girardot;-76,50819;3,44334
Zona Norte;NA;3;202;67,4;NA;2;2;Apartamento;brisas de los;-76,50819;3,49016
Zona Norte;NA;3;155;77;1;2;3;Apartamento;brisas de los;-76,50819;3,48294
Zona Norte;2;3;515;240;NA;2;4;Casa;las delicias;-76,50821;3,46043
Zona Oriente;3;3;230;240;1;3;9;Casa;ciudad cordoba;-76,50826;3,40097
Zona Norte;3;5;270;100;NA;2;3;Apartamento;la flora;-76,50828;3,48692
Zona Norte;NA;5;230;84;1;2;3;Apartamento;la flora;-76,50828;3,48692
Zona Oriente;NA;3;105;75;NA;1;3;Casa;ciudad cordoba;-76,50839;3,40175
Zona Norte;2;4;520;370;NA;4;4;Casa;la flora;-76,50841;3,47459
Zona Norte;3;3;148;65;1;2;3;Apartamento;manzanares;-76,50846;3,46653
Zona Norte;3;3;135;70;1;2;3;Apartamento;manzanares;-76,50846;3,46652
Zona Oeste;3;6;335;84;2;2;2;Apartamento;los cristales;-76,50849;3,42043
Zona Oriente;NA;3;240;320;NA;3;7;Casa;santa fe;-76,50853;3,44
Zona Sur;2;4;432;198;2;4;5;Casa;nueva tequendama;-76,50872;3,40818
Zona Sur;3;4;235;88;1;2;3;Apartamento;el lido;-76,50872;3,40818
Zona Oriente;NA;3;150;105;NA;3;7;Casa;primavera;-76,50875;3,42153
Zona Norte;1;4;210;58;NA;2;2;Apartamento;menga;-76,50877;3,47683
Zona Norte;NA;4;280;147;1;3;4;Casa;la merced;-76,5088;3,48699
Zona Norte;NA;3;210;120;1;2;4;Casa;ciudad los álamos;-76,50886;3,48592
Zona Norte;NA;3;200;105;1;2;4;Casa;ciudad los álamos;-76,50886;3,48592
Zona Norte;NA;3;257;120;NA;2;4;Casa;ciudad los álamos;-76,50886;3,48592
Zona Norte;5;3;125;60;1;2;3;Apartamento;ciudad los álamos;-76,50886;3,48592
Zona Centro;1;3;295;200;NA;3;4;Casa;san juan bosco;-76,50887;3,47723
Zona Oriente;NA;3;110;55;NA;2;3;Apartamento;santa mónica popular;-76,50887;3,43574
Zona Oriente;1;3;115;60;NA;1;3;Apartamento;fepicol;-76,50887;3,47723
Zona Oriente;2;3;135;62;NA;2;2;Casa;ciudad cordoba;-76,50893;3,39611
Zona Norte;5;3;145;75;1;2;3;Apartamento;ciudad los álamos;-76,50896;3,48541
Zona Norte;2;3;350;350;10;2;4;Casa;manzanares;-76,509;3,464
Zona Norte;NA;3;400;350;3;4;7;Casa;las acacias;-76,509;3,438
Zona Sur;NA;3;240;217;NA;2;3;Casa;la independencia;-76,509;3,433
Zona Sur;NA;5;250;84;2;3;3;Apartamento;valle del lili;-76,509;3,429
Zona Oriente;NA;3;240;233;NA;4;6;Apartamento;el troncal;-76,509;3,45
Zona Oriente;NA;3;88;54;NA;1;2;Apartamento;ciudad córdoba;-76,509;3,399
Zona Oriente;2;3;190;196;1;2;6;Casa;atanasio girardot;-76,50901;3,44318
Zona Oriente;2;3;130;176;NA;2;3;Casa;zona oriente;-76,50906;3,4233
Zona Norte;NA;4;280;103,5;1;2;3;Casa;ciudad los álamos;-76,50909;3,48554
Zona Norte;NA;3;260;150;NA;4;3;Casa;ciudad los álamos;-76,50923;3,48466
Zona Norte;2;4;178;79;1;2;3;Apartamento;pacara;-76,50923;3,48213
Zona Oriente;2;3;200;320;3;2;4;Apartamento;el jardín;-76,50923;3,41355
Zona Oeste;2;3;135;105;1;1;4;Casa;primavera;-76,50931;3,42055
Zona Oriente;NA;3;127;75;NA;3;6;Casa;ciudad cordoba;-76,50931;3,4017
Zona Oriente;2;4;250;114;NA;3;7;Casa;santa mónica popular;-76,50934;3,43777
Zona Oriente;NA;3;185;225;NA;3;9;Casa;ciudad cordoba;-76,50939;3,40131
Zona Norte;3;5;220;70;1;2;3;Apartamento;la flora;-76,50961;3,48597
Zona Sur;4;4;108;58;NA;2;3;Apartamento;melendez;-76,50963;3,4651
Zona Norte;2;4;175;78;1;2;3;Apartamento;pacara;-76,50964;3,47641
Zona Sur;8;4;141;65,01;NA;2;2;Apartamento;las granjas;-76,50966;3,39404
Zona Norte;4;3;128;65;1;2;3;Apartamento;manzanares;-76,50976;3,46441
Zona Oriente;3;3;90;95;NA;1;4;Apartamento;unión de vivienda;-76,50977;3,40787
Zona Norte;NA;5;130;78;1;2;3;Apartamento;pacara;-76,50979;3,48141
Zona Oriente;NA;3;185;117;NA;1;3;Casa;santa mónica popular;-76,51;3,438
Zona Oriente;3;3;210;240;1;3;8;Casa;la primavera;-76,51;3,424
Zona Centro;NA;3;150;125;NA;1;4;Casa;belalcazar;-76,51;3,439
Zona Oriente;NA;3;410;503;1;4;6;Casa;la base;-76,51;3,47
Zona Sur;2;4;138;57;NA;2;3;Apartamento;valle del lili;-76,51;3,477
Zona Norte;2;5;240;100;1;2;3;Apartamento;prados del norte;-76,51;3,48
Zona Norte;NA;5;250;96;1;2;2;Apartamento;prados del norte;-76,51;3,454
Zona Norte;NA;3;125;58;1;1;3;Apartamento;los guaduales;-76,51;3,47
Zona Norte;NA;3;180;65;1;2;3;Apartamento;flora industrial;-76,51;3,47
Zona Norte;NA;3;132;54;NA;2;3;Apartamento;flora industrial;-76,51;3,47
Zona Norte;NA;3;185;55;1;2;3;Apartamento;evaristo garcía;-76,51;3,471
Zona Norte;10;5;395;120;2;3;4;Apartamento;chipichape;-76,51001;3,42086
Zona Sur;3;5;415;105;1;2;3;Apartamento;pance;-76,51006;3,44965
Zona Norte;2;4;178;74;1;2;3;Apartamento;pacara;-76,51012;3,48284
Zona Norte;NA;4;158;78;1;2;4;Apartamento;pacara;-76,51012;3,48283
Zona Norte;4;4;155;77;1;2;3;Apartamento;pacara;-76,51013;3,48425
Zona Norte;5;4;155;75;1;2;3;Apartamento;ciudad los álamos;-76,51019;3,4824
Zona Oriente;2;3;127;90;1;2;4;Casa;ciudad cordoba;-76,5105;3,3937
Zona Oriente;3;3;150;350;2;6;8;Casa;santa fe;-76,51051;3,43624
Zona Norte;NA;4;330;140;1;3;4;Casa;la merced;-76,51057;3,48113
Zona Norte;2;4;330;260;1;3;4;Casa;la merced;-76,5106;3,48108
Zona Norte;NA;3;110;48;NA;1;2;Apartamento;los alcazares;-76,51061;3,47072
Zona Norte;2;4;540;280;7;3;6;Casa;la merced;-76,51064;3,48042
Zona Oriente;3;3;250;190;1;3;4;Casa;morichal de comfandi;-76,51065;3,43134
Zona Norte;5;4;150;80;1;3;3;Apartamento;pacara;-76,5107;3,48431
Zona Norte;NA;4;320;100;1;3;4;Casa;zona norte;-76,51077;3,48795
Zona Norte;NA;4;310;120;1;4;4;Casa;pacara;-76,5108;3,48399
Zona Oriente;2;3;370;220;NA;6;7;Casa;la floresta;-76,51094;3,44288
Zona Sur;NA;4;270;168;1;2;3;Casa;valle del lili;-76,511;3,392
Zona Oriente;NA;3;310;360;1;4;9;Casa;el troncal;-76,511;3,451
Zona Oriente;NA;3;300;70;NA;2;3;Casa;santa monica popular;-76,511;3,436
Zona Centro;NA;3;350;245;NA;2;4;Casa;san carlos;-76,511;3,425
Zona Oriente;NA;3;370;308;1;7;9;Casa;rafael uribe uribe;-76,511;3,44
Zona Norte;NA;3;400;300;NA;8;8;Casa;prados del norte;-76,511;3,464
Zona Sur;NA;3;420;360;3;4;6;Casa;ciudad modelo;-76,511;3,417
Zona Oriente;NA;3;240;280;NA;4;9;Casa;ciudad córdoba;-76,511;3,396
Zona Oriente;2;3;100;52;NA;2;1;Casa;ciudad córdoba;-76,511;3,395
Zona Oriente;NA;3;155;165;1;3;3;Casa;ciudad córdoba;-76,511;3,398
Zona Sur;NA;5;380;151;1;3;3;Casa;alferez real;-76,511;3,452
Zona Norte;NA;3;250;135;NA;3;4;Casa;alamos;-76,511;3,486
Zona Sur;NA;5;300;93;1;3;3;Apartamento;valle del lili;-76,511;3,453
Zona Oeste;10;6;380;180;2;4;4;Apartamento;santa teresita;-76,511;3,473
Zona Centro;4;4;170;96;1;3;2;Apartamento;flora industrial;-76,511;3,47
Zona Norte;NA;4;145;75;1;2;3;Apartamento;ciudad los alamos;-76,511;3,483
Zona Centro;NA;5;325;89;1;2;3;Apartamento;centelsa;-76,511;3,487
Zona Sur;NA;5;250;90;1;2;3;Apartamento;bochalema;-76,511;3,469
Zona Norte;NA;4;155;78;1;2;3;Apartamento;alamos;-76,511;3,482
Zona Norte;2;5;550;367;2;3;8;Casa;la flora;-76,51102;3,47136
Zona Norte;NA;4;156;78;1;2;3;Apartamento;pacara;-76,51104;3,48228
Zona Norte;5;4;130;74;1;2;3;Apartamento;pacara;-76,51111;3,48335
Zona Norte;2;5;200;57;1;2;2;Apartamento;la flora;-76,51125;3,48892
Zona Norte;1;5;240;85;1;2;3;Apartamento;la flora;-76,51128;3,48903
Zona Oriente;1;3;145;132;1;1;4;Casa;zona oriente;-76,51137;3,43426
Zona Sur;4;6;240;126;2;2;3;Apartamento;el limonar;-76,51138;3,46519
Zona Norte;1;5;590;450;NA;3;5;Casa;zona norte;-76,51142;3,47173
Zona Norte;9;5;405;90,41;1;2;2;Apartamento;la flora;-76,51153;3,48764
Zona Norte;NA;4;320;200;2;4;4;Casa;la merced;-76,51156;3,48029
Zona Norte;NA;3;300;150;NA;3;5;Casa;popular;-76,51162;3,46991
Zona Oriente;NA;3;350;260;1;4;7;Casa;el troncal;-76,51166;3,45155
Zona Oriente;NA;3;250;70;1;3;6;Casa;20 de julio;-76,51168;3,43382
Zona Oriente;NA;3;195;200;2;1;3;Casa;la floresta;-76,51175;3,44615
Zona Norte;3;4;150;59;1;1;2;Apartamento;el bosque;-76,51181;3,4245
Zona Sur;2;4;360;190;1;4;5;Casa;san fernando;-76,51191;3,45944
Zona Norte;NA;5;320;210;2;3;5;Casa;urbanización la merced;-76,512;3,476
Zona Oriente;1;3;265;262;3;6;7;Casa;la floresta;-76,512;3,442
Zona Oriente;3;3;220;200;NA;4;9;Casa;ciudad córdoba;-76,512;3,397
Zona Sur;NA;4;340;245;NA;3;4;Casa;ciudad 2000;-76,512;3,4
Zona Norte;8;5;290;76;1;2;2;Apartamento;urbanización la flora;-76,512;3,489
Zona Centro;NA;4;150;72;1;2;3;Apartamento;torres de comfandi;-76,512;3,449
Zona Sur;7;4;225;84;1;2;3;Apartamento;bochalema;-76,512;3,405
Zona Oeste;11;6;1300;230;3;4;3;Apartamento;aguacatal;-76,512;3,402
Zona Norte;4;4;160;76;1;2;3;Apartamento;pacara;-76,51209;3,48348
Zona Norte;9;5;300;76;1;2;2;Apartamento;la flora;-76,51209;3,48868
Zona Norte;2;4;330;258;2;3;3;Casa;la merced;-76,51214;3,47881
Zona Norte;10;5;295;76;1;2;2;Apartamento;la flora;-76,51214;3,48873
Zona Norte;NA;5;350;216;2;2;4;Casa;la merced;-76,51218;3,48181
Zona Norte;2;4;365;198;2;3;5;Casa;la merced;-76,51218;3,48181
Zona Sur;3;3;900;520;NA;6;8;Casa;ciudad jardín;-76,51222;3,46819
Zona Norte;4;4;285;76;1;2;2;Apartamento;la flora;-76,51233;3,48893
Zona Norte;6;5;290;75,86;1;2;2;Apartamento;la flora;-76,51233;3,48893
Zona Oriente;1;3;150;133;NA;1;2;Casa;san carlos;-76,51235;3,42385
Zona Oriente;NA;3;320;120;1;2;3;Casa;20 de julio;-76,51237;3,43369
Zona Sur;1;5;380;150;1;3;4;Casa;san fernando;-76,51239;3,42158
Zona Norte;8;4;215;68;1;2;3;Apartamento;prados del norte;-76,5125;3,4135
Zona Oriente;NA;3;240;240;1;3;9;Casa;ciudad cordoba;-76,51256;3,39438
Zona Norte;NA;3;275;155;1;2;8;Casa;popular;-76,51263;3,47268
Zona Norte;8;4;420;100;2;3;2;Apartamento;la flora;-76,5127;3,4338
Zona Norte;2;4;370;216;2;2;0;Casa;la merced;-76,51273;3,48214
Zona Norte;NA;5;350;158;NA;4;3;Casa;la flora;-76,51273;3,4896
Zona Sur;4;4;215;92;1;3;3;Apartamento;el caney;-76,51279;3,48038
Zona Oriente;2;3;320;198;1;2;4;Casa;la fortaleza;-76,51285;3,42678
Zona Oriente;NA;3;380;140;1;5;7;Casa;la fortaleza;-76,51285;3,42678
Zona Oriente;NA;3;215;130;1;3;9;Casa;la fortaleza;-76,51285;3,42678
Zona Norte;2;4;500;310;NA;4;3;Casa;versalles;-76,51288;3,48469
Zona Norte;NA;4;220;82;NA;2;3;Apartamento;acopi;-76,51289;3,4599
Zona Oeste;3;5;300;100;NA;2;3;Casa;san antonio;-76,51291;3,4711
Zona Sur;5;5;190;65;1;2;3;Apartamento;valle del lili;-76,51294;3,3995
Zona Sur;1;4;285;120;1;3;3;Casa;valle del lili;-76,513;3,421
Zona Norte;NA;5;690;380;2;4;5;Casa;urbanización la flora;-76,513;3,491
Zona Norte;NA;5;450;240;NA;4;5;Casa;prados del norte;-76,513;3,423
Zona Oriente;3;3;350;330;NA;8;8;Casa;la fortaleza;-76,513;3,421
Zona Norte;NA;3;330;400;NA;5;8;Casa;la floresta;-76,513;3,444
Zona Norte;2;5;395;145;2;2;4;Casa;la flora;-76,513;3,488
Zona Norte;NA;5;405;280;NA;2;4;Casa;flora industrial;-76,513;3,484
Zona Oriente;NA;3;125;52;NA;2;3;Casa;ciudad córdoba reservado;-76,513;3,396
Zona Sur;NA;4;270;90;NA;2;4;Casa;ciudad 2000;-76,513;3,396
Zona Norte;NA;5;260;120;2;2;4;Apartamento;rincon de la;-76,513;3,49
Zona Norte;4;3;132;50;NA;2;3;Apartamento;los andes;-76,513;3,464
Zona Norte;NA;5;270;88;1;2;3;Apartamento;la flora;-76,513;3,49
Zona Oeste;NA;6;1350;221;3;3;3;Apartamento;cristales;-76,513;3,421
Zona Oeste;NA;6;320;84;2;2;2;Apartamento;cristales;-76,513;3,463
Zona Oriente;2;3;270;190;NA;4;4;Casa;la floresta;-76,51301;3,4451
Zona Norte;3;4;250;85;1;3;3;Apartamento;la campiña;-76,51302;3,47235
Zona Norte;NA;4;550;230;2;4;6;Casa;vipasa;-76,51305;3,46963
Zona Oriente;NA;3;289;108;1;2;3;Casa;san carlos;-76,51311;3,42202
Zona Norte;NA;5;440;222;2;3;6;Casa;la flora;-76,51315;3,4888
Zona Norte;NA;3;120;60;NA;2;3;Apartamento;acopi;-76,51319;3,42135
Zona Norte;NA;5;355;207;2;4;4;Casa;la flora;-76,51325;3,48771
Zona Norte;2;3;130;90;NA;2;3;Casa;santander;-76,51328;3,46296
Zona Norte;6;4;290;76;1;2;2;Apartamento;la flora;-76,51336;3,48888
Zona Oriente;2;3;315;397;NA;5;9;Casa;la floresta;-76,51337;3,44361
Zona Norte;2;5;320;150;2;4;6;Casa;acopi;-76,51341;3,47968
Zona Oriente;NA;3;220;167;1;2;8;Casa;san carlos;-76,51344;3,42443
Zona Norte;1;4;340;158;2;2;3;Casa;zona norte;-76,5135;3,3879
Zona Norte;1;5;260;90;1;2;3;Apartamento;acopi;-76,5135;3,45891
Zona Norte;6;6;285;88;1;3;3;Apartamento;la flora;-76,5136;3,41678
Zona Oriente;1;5;148;150;NA;1;3;Casa;saavedra galindo;-76,5136;3,44164
Zona Oriente;1;3;145;135;NA;3;4;Casa;saavedra galindo;-76,5136;3,44164
Zona Norte;NA;5;485;228;1;3;4;Casa;la flora;-76,51367;3,48533
Zona Norte;6;5;320;89;1;3;3;Apartamento;la flora;-76,51368;3,48978
Zona Oriente;1;3;270;350;NA;4;5;Casa;república de israel;-76,51372;3,4093
Zona Norte;2;4;525;330;2;6;7;Casa;la flora;-76,51375;3,48443
Zona Norte;2;4;253;140;2;3;4;Casa;la merced;-76,51376;3,48104
Zona Norte;2;5;575;450;2;4;6;Casa;la flora;-76,51377;3,46973
Zona Norte;2;4;360;216;2;2;4;Casa;la merced;-76,5139;3,48386
Zona Sur;3;4;173;64;NA;2;3;Apartamento;valle del lili;-76,51391;3,41429
Zona Norte;7;5;275;88;1;3;3;Apartamento;la flora;-76,51394;3,49072
Zona Oriente;NA;3;380;150;4;2;6;Casa;prados de oriente;-76,514;3,437
Zona Norte;3;3;480;300;NA;5;4;Casa;porvenir;-76,514;3,459
Zona Norte;NA;4;360;360;NA;3;6;Casa;la merced;-76,514;3,479
Zona Sur;NA;5;550;380;2;4;4;Casa;el lido;-76,514;3,406
Zona Norte;2;4;570;270;2;4;4;Casa;la flora;-76,514;3,484
Zona Norte;NA;5;390;400;2;2;5;Casa;la flora;-76,514;3,484
